source_table,report_name,category
"s_cvd_change20","ร้อยละของผู้ป่วยเบาหวาน และ/หรือ ความดันโลหิตสูงที่มี CVD Risk ≥ 20% ในช่วงไตรมาส 1, 2 และมีผล CVD Risk ลดลงเป็น < 20% ในไตรมาส 3, 4","ข้อมูลเพื่อตอบสนอง Service Plan สาขาโรคไม่ติดต่อ (NCD DM,HT,CVD)"
"s_cvd_risk_score","อัตราผู้ป่วยเบาหวาน ความดันโลหิตสูงที่ขึ้นทะเบียนได้รับการประเมินโอกาสเสี่ยงต่อโรคหัวใจและหลอดเลือด (CVD Risk) จำแนกตาม Risk Score","ข้อมูลเพื่อตอบสนอง Service Plan สาขาโรคไม่ติดต่อ (NCD DM,HT,CVD)"
"s_cvd_score_change","รายงานการเปลี่ยน SCORE ของกลุ่มเสี่ยงต่อ CVD เปรียบเทียบรอบ 6 เดือน จำแนกตาม SCORE","ข้อมูลเพื่อตอบสนอง Service Plan สาขาโรคไม่ติดต่อ (NCD DM,HT,CVD)"
"s_ddd1","ค่า Defined Daily Dose (DDD) ของยาปฏิชีวนะชนิดรับประทานต่อ 1000 OP Visit แยกตามชื่อสามัญทางยา (Generic name)","ข้อมูลเพื่อตอบสนอง Service Plan สาขา RDU"
"s_ddd2","ค่า Defined Daily Dose (DDD) ของยาปฏิชีวนะชนิดรับประทานต่อ 1000 OP Visit แยกตามกลุ่มยา (Class)","ข้อมูลเพื่อตอบสนอง Service Plan สาขา RDU"
"s_ddd3","ค่า Defined Daily Dose (DDD) รวมของยาปฏิชีวนะชนิดรับประทานทุกรายการต่อ 1000 OP Visit","ข้อมูลเพื่อตอบสนอง Service Plan สาขา RDU"
"s_ddd4","ค่า Defined Daily Dose (DDD) ของยาปฏิชีวนะชนิดฉีดที่ใช้ในผู้ป่วยที่รับไว้รักษาในโรงพยาบาล (Admit) ต่อ 100 วันนอน แยกตามชื่อสามัญทางยา (Generic name)","ข้อมูลเพื่อตอบสนอง Service Plan สาขา RDU"
"s_ddd5","ค่า Defined Daily Dose (DDD) ของยาปฏิชีวนะชนิดฉีดที่ใช้ในผู้ป่วยที่รับไว้รักษาในโรงพยาบาล (Admit) ต่อ 100 วันนอน แยกตามกลุ่มยา (Class)","ข้อมูลเพื่อตอบสนอง Service Plan สาขา RDU"
"s_ddd6","ค่า Defined Daily Dose (DDD) รวมของยาปฏิชีวนะชนิดฉีดทุกรายการที่ใช้ในผู้ป่วยที่รับไว้รักษาในโรงพยาบาล (Admit) ต่อ 100 วันนอน","ข้อมูลเพื่อตอบสนอง Service Plan สาขา RDU"
"s_dead1_4","ลดอัตราการป่วยตายในเด็ก 0 - 4 ปี","ข้อมูลเพื่อตอบสนอง Service Plan สาขาแม่และเด็ก"
"s_death28pa","อัตราตายทารกแรกเกิด อายุน้อยกว่าหรือเท่ากับ 28 วัน","สาเหตุการป่วย/ตาย "
"s_death28th","อัตราตายทารกไทยแรกเกิด อายุน้อยกว่าหรือเท่ากับ 28 วัน","ข้อมูลเพื่อตอบสนอง Service Plan สาขาทารกแรกเกิด"
